Institute,Academic Program Name,Seat Type,Gender,Opening Rank,Closing Rank,Year,Round,Has_P
Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",OBC-NCL,,438,536,2016,6,FALSE
Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",SC,,133,278,2016,6,FALSE
Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",ST,,11,143,2016,6,FALSE
Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,,1074,2809,2016,6,FALSE
Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN (PwD),,15,15,2016,6,FALSE
Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",OBC-NCL,,608,1565,2016,6,FALSE
Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",SC,,481,995,2016,6,FALSE
Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",ST,,202,618,2016,6,FALSE
Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,,250,397,2016,6,FALSE
Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",OBC-NCL,,101,266,2016,6,FALSE
Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",OBC-NCL (PwD),,51,51,2016,6,FALSE
Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",SC,,110,187,2016,6,FALSE
Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",ST,,240,253,2016,6,FALSE
Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,,390,477,2016,6,FALSE
Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN (PwD),,6,6,2016,6,FALSE
Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL,,281,326,2016,6,FALSE
Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,,219,252,2016,6,FALSE
Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,,319,322,2016,6,FALSE
Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,,247,907,2016,6,FALSE
Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),,26,26,2016,6,FALSE
Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,,255,434,2016,6,FALSE
Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,,20,178,2016,6,FALSE
Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,,51,107,2016,6,FALSE
Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OPEN,,1036,2526,2016,6,FALSE
Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),,174,174,2016,6,FALSE
Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OBC-NCL,,837,1570,2016,6,FALSE
Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",SC,,577,906,2016,6,FALSE
Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",ST,,257,472,2016,6,FALSE
Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",OPEN,,2826,5431,2016,6,FALSE
Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",OPEN (PwD),,102,102,2016,6,FALSE
Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",OBC-NCL,,1776,2959,2016,6,FALSE
Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",SC,,1105,1719,2016,6,FALSE
Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",ST,,647,1004,2016,6,FALSE
Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,,4626,6561,2016,6,FALSE
Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,,2013,2371,2016,6,FALSE
Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",SC,,983,1234,2016,6,FALSE
Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",ST,,342,354,2016,6,FALSE
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,,933,1411,2016,6,FALSE
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),,46,46,2016,6,FALSE
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,,448,676,2016,6,FALSE
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,,365,427,2016,6,FALSE
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,,74,345,2016,6,FALSE
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,,1730,3577,2016,6,FALSE
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),,98,98,2016,6,FALSE
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,,1329,1686,2016,6,FALSE
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),,59,59,2016,6,FALSE
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,,697,890,2016,6,FALSE
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,,299,403,2016,6,FALSE
Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,,3432,4434,2016,6,FALSE
Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),,183,183,2016,6,FALSE
Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,,1337,1776,2016,6,FALSE
Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,,908,1206,2016,6,FALSE
Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,,401,557,2016,6,FALSE
Indian Institute of Technology Indore,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",OPEN,,6082,7732,2016,6,FALSE
Indian Institute of Technology Indore,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",OBC-NCL,,2912,3200,2016,6,FALSE
Indian Institute of Technology Indore,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",SC,,1411,1899,2016,6,FALSE
Indian Institute of Technology Indore,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",ST,,831,1073,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",OPEN,,2864,3497,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",OBC-NCL,,1223,1508,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),,16,16,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",SC,,725,865,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",ST,,391,415,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,,2938,4033,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL,,1618,1718,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,,779,857,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,,430,430,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",OPEN,,4321,6312,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",OBC-NCL,,2652,3091,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",SC,,1381,1845,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",ST,,590,804,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,,6306,7455,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN (PwD),,151,151,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL,,2669,3282,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,,1728,2065,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,,119,1125,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",OPEN,,6645,8658,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",OBC-NCL,,3048,3571,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",SC,,1805,1994,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",ST,,272,1123,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",OPEN,,5783,10310,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",OBC-NCL,,2604,3763,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",SC,,1815,2347,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",ST,,867,1072,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OPEN,,4183,5437,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),,146,146,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,,2222,2887,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",SC,,752,1456,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",ST,,704,862,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,,5556,6904,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL,,2262,3321,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,,1584,1747,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,,884,1119,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,,1906,2965,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),,118,118,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,,1094,1475,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,,534,900,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,,266,460,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,,3009,3606,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN (PwD),,151,151,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL,,1478,1806,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,,328,1093,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,,508,592,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Chemistry (5 Years, Integrated Master of Science)",OPEN,,3979,8727,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Chemistry (5 Years, Integrated Master of Science)",OBC-NCL,,2684,3585,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Chemistry (5 Years, Integrated Master of Science)",SC,,1892,2097,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Chemistry (5 Years, Integrated Master of Science)",ST,,320,765,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,,2728,3788,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),,123,123,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,,714,1349,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",SC,,455,671,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",ST,,118,240,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,,3559,4158,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL,,1432,1601,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL (PwD),,35,35,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,,679,901,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,,258,355,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,,181,286,2016,6,FALSE
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),,10,10,2016,6,FALSE
